"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"3","3","Pinnacle Kill-Ship","eoe","Near Mint","English","","","2025-10-05 02:57:20.160000","244","False","False",""
"1","1","Pinnacle Kill-Ship","eoe","Near Mint","English","foil","","2025-10-05 02:57:03.643000","244","False","False",""
"1","1","Pinnacle Monk // Mystic Peak","mh3","Near Mint","English","","","2025-10-11 19:32:46.320000","246","False","False",""
"2","2","Pinnacle of Rage","bng","Near Mint","English","","","2025-10-11 19:32:57.270000","105","False","False",""
"1","1","Pious Evangel // Wayward Disciple","soi","Near Mint","English","","","2024-12-04 02:36:35.507000","34","False","False",""
"1","1","Pippin, Guard of the Citadel","ltr","Near Mint","English","","","2024-12-16 23:45:07.923000","218","False","False",""
"1","1","Pippin, Warden of Isengard","ltc","Near Mint","English","","","2024-12-07 05:58:36.317000","146","False","False",""
"2","2","Pippin's Bravery","ltr","Near Mint","English","","","2025-10-10 17:42:09.387000","182","False","False",""
"2","2","Pippin's Bravery","ltr","Near Mint","English","","","2025-10-10 17:42:03.690000","414","False","False",""
"5","5","Piranha Fly","dsk","Near Mint","English","","","2024-12-05 03:56:11.067000","70","False","False",""
"1","1","Piranha Fly","dsk","Near Mint","English","foil","","2024-12-28 03:11:12.080000","70","False","False",""
"1","1","Pirate Ship","4ed","Near Mint","English","","","2024-12-05 03:56:33.107000","91","False","False",""
"3","3","Pirate's Cutlass","xln","Near Mint","English","","","2025-10-05 02:57:59.950000","242","False","False",""
"1","1","Piston-Fist Cyclops","grn","Near Mint","English","","","2024-12-04 07:54:55.633000","217","False","False",""
"1","1","Pit Automaton","dft","Near Mint","English","","","2025-10-05 02:58:14.737000","238","False","False",""
"6","6","Pit Fight","gtc","Near Mint","English","","","2025-10-16 23:48:48.133000","223","False","False",""
"7","7","Pit Imp","tmp","Near Mint","English","","","2025-10-19 05:43:17.100000","148","False","False",""
"1","1","Pit Scorpion","5ed","Near Mint","English","","","2024-12-04 19:28:09.830000","187","False","False",""
"1","1","Pit Spawn","exo","Near Mint","English","","","2024-12-04 19:28:23.553000","70","False","False",""
"1","1","Pitchburn Devils","m21","Near Mint","English","","","2025-10-11 19:33:31.500000","156","False","False",""
"2","2","Pitchburn Devils","cns","Near Mint","English","","","2025-10-11 19:33:27.770000","149","False","False",""
"1","1","Pitchburn Devils","m14","Near Mint","English","foil","","2024-12-06 15:16:34.147000","149","False","False",""
"3","3","Pitiless Gorgon","grn","Near Mint","English","","","2025-10-15 20:06:47.537000","218","False","False",""
"1","1","Pitiless Plunderer","j25","Near Mint","English","","","2025-01-28 05:45:22.397000","476","False","False",""
"1","1","Pitiless Vizier","akh","Near Mint","English","","","2024-12-04 19:27:43.260000","103","False","False",""
"2","2","Plague Nurse","one","Near Mint","English","","","2025-10-10 18:51:09.917000","179","False","False",""
"4","4","Plague Rats","5ed","Near Mint","English","","","2025-10-07 05:05:54.230000","188","False","False",""
"1","1","Plague Spitter","inv","Near Mint","English","","","2024-12-03 00:43:19.487000","119","False","False",""
"1","1","Plaguebearer","exo","Near Mint","English","","","2024-11-29 16:41:55.247000","71","False","False",""
"3","3","Plaguecrafter","grn","Near Mint","English","","","2025-10-07 05:06:46.713000","82","False","False",""
"1","1","Plagued Rusalka","cns","Near Mint","English","","","2024-12-04 19:31:14.857000","121","False","False",""
"1","1","Plains","ugl","Near Mint","English","","","2025-10-17 21:44:57.023000","84","False","False",""
"2","2","Plains","mid","Near Mint","English","foil","","2024-12-21 22:45:10.243000","269","False","False",""
"1","1","Plains","mid","Near Mint","English","foil","","2024-12-21 22:45:10.243000","268","False","False",""
"4","4","Plains","vow","Near Mint","English","foil","","2025-08-18 23:37:38.453000","269","False","False",""
"6","6","Plains","mkm","Near Mint","English","","","2025-08-18 23:37:38.453000","272","False","False",""
"6","6","Plains","otj","Near Mint","English","foil","","2025-08-18 23:37:38.453000","272","False","False",""
"6","6","Plains","otj","Near Mint","English","","","2025-08-18 23:37:38.453000","277","False","False",""
"6","6","Plains","otj","Near Mint","English","","","2025-08-18 23:37:38.453000","278","False","False",""
"3","3","Plains","dsk","Near Mint","English","foil","","2024-12-28 03:43:47.387000","272","False","False",""
"2","2","Plains","blb","Near Mint","English","foil","","2025-08-18 23:37:38.453000","265","False","False",""
"2","2","Plains","blb","Near Mint","English","foil","","2025-08-18 23:37:38.453000","263","False","False",""
"2","2","Plains","dsk","Near Mint","English","","","2025-08-18 23:37:38.453000","277","False","False",""
"2","2","Plains","fdn","Near Mint","English","foil","","2025-08-18 23:37:38.453000","283","False","False",""
"1","1","Plains","plst","Near Mint","English","","","2024-12-14 05:30:04.463000","NEO-283","False","False",""
"2","2","Plains","dft","Near Mint","English","foil","","2025-08-18 23:37:38.453000","277","False","False",""
"2","2","Plains","dft","Near Mint","English","foil","","2025-08-18 23:37:38.453000","279","False","False",""
"2","2","Plains","dft","Near Mint","English","foil","","2025-08-18 23:37:38.453000","278","False","False",""
"2","2","Plains","inr","Near Mint","English","foil","","2025-08-18 23:37:38.453000","288","False","False",""
"6","6","Plains","inr","Near Mint","English","foil","","2025-08-18 23:37:38.453000","289","False","False",""
"10","10","Plains","dft","Near Mint","English","foil","","2025-08-18 23:37:38.453000","272","False","False",""
"2","2","Plains","dft","Near Mint","English","foil","","2025-08-18 23:37:38.453000","507","False","False",""
"2","2","Plains","sld","Near Mint","English","foil","","2025-05-01 18:20:25.323000","1939","False","False",""
"2","2","Plains","fin","Near Mint","English","foil","","2025-08-18 23:37:38.453000","295","False","False",""
"4","4","Plains","fin","Near Mint","English","","","2025-08-18 23:37:38.453000","296","False","False",""
"2","2","Plains","eoe","Near Mint","English","foil","","2025-08-18 23:37:38.453000","262","False","False",""
"1","1","Plains","eoe","Near Mint","English","foil","","2025-07-29 15:49:15.863000","367","False","False",""
"1","1","Plains","eoe","Near Mint","English","foil","","2025-08-18 23:37:38.453000","267","False","False",""
"4","4","Plains","mkm","Near Mint","English","foil","","2025-08-18 23:37:38.453000","272","False","False",""
"2","2","Plains","dft","Near Mint","English","","","2025-08-18 23:37:38.453000","277","False","False",""
"2","2","Plains","fin","Near Mint","English","","","2025-08-18 23:37:38.453000","295","False","False",""
"3","3","Plains","eoe","Near Mint","English","","","2025-08-18 23:37:38.453000","267","False","False",""
"1","1","Plan the Heist","otj","Near Mint","English","","","2025-10-09 02:55:33.497000","62","False","False",""
"1","1","Planar Bridge","aer","Near Mint","English","","","2024-11-29 19:44:45.247000","171","False","False",""
"2","2","Planar Cleansing","m13","Near Mint","English","","","2025-10-15 03:07:27.137000","26","False","False",""
"1","1","Planar Disruption","one","Near Mint","English","","","2025-10-15 03:07:38.783000","28","False","False",""
"1","1","Planar Disruption","one","Near Mint","English","foil","","2024-12-07 02:56:04.733000","28","False","False",""
"2","2","Planar Incision","neo","Near Mint","English","","","2025-10-09 02:55:52.300000","72","False","False",""
"1","1","Plargg and Nassari","mat","Near Mint","English","foil","","2025-10-11 19:34:11.020000","18","False","False",""
"1","1","Plargg and Nassari","mat","Near Mint","English","","","2025-01-29 05:48:45.990000","160","False","False",""
"1","1","Plargg and Nassari","mat","Near Mint","English","foil","","2025-10-11 19:34:42.677000","68","False","False",""
"1","1","Plargg and Nassari","mat","Near Mint","English","","","2025-10-11 19:34:00.387000","18","False","False",""
"2","2","Plasma Bolt","eoe","Near Mint","English","foil","","2025-10-11 19:35:27.590000","152","False","False",""
"4","4","Plasma Bolt","eoe","Near Mint","English","","","2025-10-11 19:35:31.783000","152","False","False",""
"3","3","Plasma Jockey","snc","Near Mint","English","","","2025-10-11 19:35:39.540000","115","False","False",""
"1","1","Plate Armor","j25","Near Mint","English","","","2024-12-07 08:21:55.920000","100","False","False",""
"1","1","Plate Spinning","unf","Near Mint","English","foil","","2025-10-09 02:56:26.537000","56","False","False",""
"1","1","Plated Crusher","plst","Near Mint","English","","","2025-10-10 18:51:28.767000","BFZ-183","False","False",""
"1","1","Plated Onslaught","one","Near Mint","English","","","2024-12-07 04:43:34.720000","29","False","False",""
"1","1","Plated Rootwalla","exo","Near Mint","English","","","2024-12-05 23:54:03.850000","116","False","False",""
"2","2","Plated Seastrider","cns","Near Mint","English","","","2025-10-09 02:57:05.893000","103","False","False",""
"1","1","Plated Seastrider","plst","Near Mint","English","","","2025-10-09 02:57:00.497000","SOM-38","False","False",""
"10","10","Plated Sliver","lgn","Near Mint","English","","","2025-10-15 03:08:41.380000","19","False","False",""
"1","1","Plaxcaster Frogling","dis","Near Mint","English","","","2024-12-08 03:01:05.940000","123","False","False",""
"1","1","Plaza of Harmony","plst","Near Mint","English","","","2024-12-14 05:26:11.413000","RNA-254","False","False",""
"4","4","Plea for Guidance","bng","Near Mint","English","","","2025-10-15 03:09:00.383000","24","False","False",""
"1","1","Plot Armor","unf","Near Mint","English","","","2025-10-10 18:52:04.607000","152","False","False",""
"1","1","Plow Through","dft","Near Mint","English","foil","","2025-10-10 18:52:40.797000","174","False","False",""
"1","1","Plumecreed Escort","blb","Near Mint","English","","","2025-09-23 04:30:02.820000","65","False","False",""
"2","2","Plumecreed Mentor","blb","Near Mint","English","foil","","2025-10-16 22:07:17.400000","228","False","False",""
"1","1","Plummet","m15","Near Mint","English","","","2025-10-10 18:54:49.153000","192","False","False",""
"4","4","Plummet","cns","Near Mint","English","","","2025-10-10 18:54:38.193000","173","False","False",""
"1","1","Plummet","m12","Near Mint","English","","","2025-10-10 18:54:56.597000","187","False","False",""
"1","1","Plummet","m14","Near Mint","English","","","2025-10-10 18:54:33.520000","188","False","False",""
"1","1","Plummet","cn2","Near Mint","English","","","2025-10-10 18:55:13.713000","190","False","False",""
"3","3","Plummet","rix","Near Mint","English","","","2025-10-10 18:55:09.110000","143","False","False",""
"1","1","Plummet","mid","Near Mint","English","foil","","2024-12-21 22:45:10.243000","193","False","False",""
"1","1","Plundering Barbarian","afr","Near Mint","English","","","2024-12-06 15:16:45.897000","158","False","False",""
"1","1","Poetic Ingenuity","lci","Near Mint","English","","","2025-10-11 19:36:03.533000","161","False","False",""
"2","2","Pointed Discussion","vow","Near Mint","English","foil","","2025-10-07 05:07:25.867000","126","False","False",""
"2","2","Poison the Cup","khm","Near Mint","English","","","2025-10-07 05:07:46.027000","103","False","False",""
"1","1","Poison the Waters","fin","Near Mint","English","","","2025-10-07 05:07:57.783000","111","False","False",""
"1","1","Poison-Tip Archer","sld","Near Mint","English","foil","","2025-05-20 23:48:22.037000","788","False","False",""
"1","1","Poison-Tip Archer","plst","Near Mint","English","","","2025-10-15 20:07:09.067000","KHC-90","False","False",""
"1","1","Pokey, the Scallywagg","mb2","Near Mint","English","","","2025-10-16 18:56:57.323000","600","False","False",""
"1","1","Polar Kraken","ice","Near Mint","English","","","2024-12-05 03:57:02.033000","89","False","False",""
"1","1","Pollen-Shield Hare // Hare Raising","woe","Near Mint","English","","","2025-10-17 00:56:30.903000","233","False","False",""
"1","1","Polliwallop","blb","Near Mint","English","","","2025-10-10 18:56:15.250000","189","False","False",""
"1","1","Polliwallop","blb","Near Mint","English","foil","","2025-08-18 23:37:38.453000","189","False","False",""
"1","1","Polluted Cistern // Dim Oubliette","dsc","Near Mint","English","","","2025-10-07 05:08:21.073000","23","False","False",""
"1","1","Pollywog Prodigy","blc","Near Mint","English","","","2025-10-09 02:58:35.177000","15","False","False",""
"2","2","Pollywog Prodigy","blc","Near Mint","English","","","2025-10-09 02:58:16.353000","50","False","False",""
"1","1","Pollywog Symbiote","iko","Near Mint","English","","","2024-12-08 03:03:12.827000","63","False","False",""
"1","1","Polygoyf","m3c","Near Mint","English","","","2024-12-08 18:34:23.457000","117","False","False",""
"1","1","Polymorph","mir","Near Mint","English","","","2024-12-05 18:49:40.143000","82","False","False",""
"1","1","Polymorphous Rush","jou","Near Mint","English","","","2024-12-05 18:03:56.843000","46","False","False",""
"1","1","Pompous Gadabout","mkm","Near Mint","English","","","2025-10-10 18:56:37.327000","171","False","False",""
"1","1","Pond Prophet","blb","Near Mint","English","foil","","2024-12-16 21:40:25.573000","229","False","False",""
"1","1","Ponder","m12","Near Mint","English","","","2025-10-09 03:00:05.390000","73","False","False",""
"1","1","Ponder","mb2","Near Mint","English","","","2025-10-09 03:00:10.690000","34","False","False",""
"1","1","Ponder","pf25","Near Mint","English","foil","","2025-02-13 01:44:37.637000","2","False","False",""
"2","2","Pontiff of Blight","dgm","Near Mint","English","","","2025-10-07 05:09:05.183000","27","False","False",""
"1","1","Ponyback Brigade","ktk","Near Mint","English","","","2024-12-03 18:00:43.777000","191","False","False",""
"1","1","Poppet Stitcher // Poppet Factory","mid","Near Mint","English","foil","","2025-01-29 02:00:22.363000","339","False","False",""
"3","3","Popular Egotist","dsk","Near Mint","English","","","2025-10-07 05:09:22.540000","114","False","False",""
"1","1","Popular Egotist","dsk","Near Mint","English","foil","","2024-12-28 02:58:36.857000","114","False","False",""
"1","1","Porcelain Zealot","one","Near Mint","English","","","2024-12-07 00:18:23.110000","30","False","False",""
"1","1","Pore Over the Pages","ddq","Near Mint","English","","","2024-12-05 18:50:02.523000","28","False","False",""
"2","2","Port of Karfell","khm","Near Mint","English","","","2025-10-15 18:14:20.797000","265","False","False",""
"2","2","Port Town","fic","Near Mint","English","","","2025-10-16 22:07:42.723000","412","False","False",""
"1","1","Port Town","who","Near Mint","English","","","2024-12-08 17:53:24.210000","294","False","False",""
"3","3","Portcullis","sth","Near Mint","English","","","2025-10-05 02:58:27.557000","139","False","False",""
"1","1","Portent","5ed","Near Mint","English","","","2025-10-09 03:01:02.513000","110","False","False",""
"3","3","Portent","ice","Near Mint","English","","","2025-10-09 03:01:10.750000","90","False","False",""
"1","1","Portent of Calamity","blb","Near Mint","English","foil","","2024-12-16 22:01:45.803000","306","False","False",""
"1","1","Portent of Calamity","blb","Near Mint","English","","","2025-10-09 03:01:33.380000","306","False","False",""
"1","1","Possessed Goat","dsk","Near Mint","English","foil","","2024-12-28 02:41:07.540000","25","False","False",""
"6","6","Possessed Goat","dsk","Near Mint","English","","","2025-10-15 03:09:29.233000","25","False","False",""
"2","2","Possessed Portal","5dn","Near Mint","English","","","2025-10-05 02:59:58.687000","144","False","False",""
"1","1","Possession Engine","dft","Near Mint","English","foil","","2025-10-09 03:02:15.713000","302","False","False",""
"1","1","Possession Engine","dft","Near Mint","English","foil","","2025-10-09 03:02:09.710000","54","False","False",""
"1","1","Possibility Technician","eoe","Near Mint","English","","","2025-08-18 23:37:38.453000","153","False","False",""
"1","1","Pothole Mole","dft","Near Mint","English","foil","","2025-10-10 18:57:08.247000","176","False","False",""
"1","1","Pothole Mole","dft","Near Mint","English","","","2025-10-10 18:57:15.197000","176","False","False",""
"1","1","Pounce","xln","Near Mint","English","","","2024-12-03 00:43:32.073000","200","False","False",""
"1","1","Pouncing Cheetah","akh","Near Mint","English","","","2024-12-05 23:54:16.390000","179","False","False",""
"1","1","Powder Ganger","pip","Near Mint","English","","","2024-12-03 00:27:25.180000","391","False","False",""
"1","1","Power Depot","mh2","Near Mint","English","","","2025-10-05 03:00:35.820000","251","False","False",""
"1","1","Power Depot","eos","Near Mint","English","","","2025-10-05 03:00:16.483000","34","False","False",""
"3","3","Power of Fire","cns","Near Mint","English","","","2025-10-11 19:36:38.160000","150","False","False",""
"1","1","Power Sink","plst","Near Mint","English","","","2025-10-09 03:03:39.310000","MIR-83","False","False",""
"5","5","Power Sink","ice","Near Mint","English","","","2025-10-09 03:02:46.780000","91","False","False",""
"2","2","Power Sink","mir","Near Mint","English","","","2025-10-09 03:03:58.753000","83","False","False",""
"5","5","Power Sink","tmp","Near Mint","English","","","2025-10-09 03:04:04.747000","78","False","False",""
"1","1","Power Sink","5ed","Near Mint","English","","","2025-10-09 03:03:34.037000","111","False","False",""
"1","1","Powerstone Fracture","j25","Near Mint","English","","","2024-12-07 20:24:36.487000","477","False","False",""
"1","1","Powerstone Shard","dom","Near Mint","English","","","2024-12-04 01:12:45.987000","227","False","False",""
"3","3","Practiced Tactics","znr","Near Mint","English","","","2025-10-15 03:10:26.770000","32","False","False",""
"1","1","Pradesh Gypsies","5ed","Near Mint","English","","","2024-12-05 23:54:56.020000","317","False","False",""
"1","1","Praetor's Grasp","sld","Near Mint","Japanese","","","2025-10-07 05:10:32.107000","1861","False","False",""
"1","1","Praetor's Grasp","sld","Near Mint","Japanese","foil","","2025-06-24 06:05:59.723000","1861","False","False",""
"1","1","Prairie Dog","otj","Near Mint","English","foil","","2025-10-15 03:10:45.083000","24","False","False",""
"1","1","Prairie Stream","who","Near Mint","English","","","2025-10-16 22:08:20.753000","295","False","False",""
"2","2","Prairie Stream","fic","Near Mint","English","","","2025-10-16 22:08:28.390000","413","False","False",""
"2","2","Prakhata Club Security","kld","Near Mint","English","","","2025-10-07 05:10:55.157000","98","False","False",""
"1","1","Prakhata Pillar-Bug","kld","Near Mint","English","","","2024-12-04 20:43:05.510000","228","False","False",""
"1","1","Prava of the Steel Legion","cmr","Near Mint","English","foil","","2025-10-15 03:11:03.390000","38","False","False",""
"2","2","Precinct Captain","rtr","Near Mint","English","","","2025-10-15 03:11:16.037000","17","False","False",""
"7","7","Precise Strike","aer","Near Mint","English","","","2025-10-11 19:37:14.820000","92","False","False",""
"3","3","Precognition","tmp","Near Mint","English","","","2025-10-09 03:04:53.330000","79","False","False",""
"2","2","Predation Steward","one","Near Mint","English","","","2025-10-10 18:57:59.593000","180","False","False",""
"1","1","Predator's Howl","cns","Near Mint","English","","","2024-11-29 19:07:14.423000","37","False","False",""
"5","5","Predator's Rapport","gtc","Near Mint","English","","","2025-10-10 18:58:22.987000","129","False","False",""
"1","1","Predator's Strike","j25","Near Mint","English","","","2024-12-07 17:31:48.050000","699","False","False",""
"1","1","Predatory Hunger","exo","Near Mint","English","","","2024-12-06 02:15:54.903000","117","False","False",""
"2","2","Predatory Sliver","m14","Near Mint","English","","","2025-10-10 18:58:51.690000","189","False","False",""
"1","1","Preposterous Proportions","fdn","Near Mint","English","","","2025-10-10 19:00:53.183000","472","False","False",""
"1","1","Preposterous Proportions","fdn","Near Mint","English","foil","","2024-12-07 17:22:19.610000","338","False","False",""
"2","2","Prescient Chimera","ths","Near Mint","English","","","2025-10-09 03:05:17.563000","59","False","False",""
"1","1","Press into Service","ogw","Near Mint","English","","","2024-11-29 17:25:21.763000","114","False","False",""
"1","1","Press the Advantage","dtk","Near Mint","English","","","2024-12-06 03:07:43.613000","196","False","False",""
"2","2","Pressure Point","frf","Near Mint","English","","","2025-10-15 03:12:26.590000","21","False","False",""
"2","2","Pressure Point","kld","Near Mint","English","","","2025-10-15 03:12:21.553000","23","False","False",""
"5","5","Pressure Point","znr","Near Mint","English","","","2025-10-15 03:12:18.013000","33","False","False",""
"2","2","Presumed Dead","mkm","Near Mint","English","","","2025-10-19 05:43:44.843000","100","False","False",""
"3","3","Prey Upon","grn","Near Mint","English","","","2025-10-10 19:08:11.207000","143","False","False",""
"4","4","Prey Upon","aer","Near Mint","English","","","2025-10-10 19:08:00.803000","120","False","False",""
"1","1","Prey Upon","m13","Near Mint","English","","","2024-12-06 03:56:58.047000","181","False","False",""
"2","2","Prey Upon","cn2","Near Mint","English","","","2025-10-10 19:02:25.347000","191","False","False",""
"1","1","Price of Fame","grn","Near Mint","English","","","2024-12-04 23:27:07.140000","83","False","False",""
"1","1","Price of Progress","plst","Near Mint","English","","","2025-02-13 01:29:58.390000","EXO-95","False","False",""
"1","1","Prickly Pair","otj","Near Mint","English","foil","","2025-10-11 19:37:39.150000","137","False","False",""
"1","1","Pride Guardian","m12","Near Mint","English","","","2025-10-15 03:12:44.663000","31","False","False",""
"1","1","Pride Guardian","cns","Near Mint","English","","","2024-12-07 00:18:41.580000","77","False","False",""
"2","2","Pride of Conquerors","rix","Near Mint","English","","","2025-10-15 03:13:12.240000","17","False","False",""
"1","1","Pride of the Road","dft","Near Mint","English","foil","","2025-10-15 03:13:31.050000","24","False","False",""
"3","3","Prideful Parent","fdn","Near Mint","English","foil","","2025-10-15 03:14:02.187000","21","False","False",""
"3","3","Pridemalkin","m21","Near Mint","English","","","2025-10-10 19:08:25.097000","196","False","False",""
"2","2","Priest of Forgotten Gods","sld","Near Mint","English","foil","","2025-10-07 05:12:24.850000","2006","False","False",""
"1","1","Priest of Forgotten Gods","rna","Near Mint","English","","","2025-10-07 05:12:31.427000","83","False","False",""
"1","1","Priest of the Crossing","drc","Near Mint","English","","","2025-10-15 03:14:43.650000","22","False","False",""
"4","4","Priest of the Haunted Edge","khm","Near Mint","English","","","2025-10-07 05:13:08.893000","104","False","False",""
"1","1","Priest of the Wakening Sun","xln","Near Mint","English","","","2024-12-07 00:19:09.550000","27","False","False",""
"1","1","Priests of Norn","mbs","Near Mint","English","","","2024-12-07 00:18:55.880000","16","False","False",""
"1","1","Primal Huntbeast","m13","Near Mint","English","","","2024-12-05 23:55:50.677000","182","False","False",""
"1","1","Primal Might","otp","Near Mint","English","foil","","2024-12-31 23:05:29.370000","32","False","False",""
"1","1","Primal Might","otp","Near Mint","English","","","2025-10-10 19:09:21.153000","32","False","False",""
"1","1","Primal Might","scd","Near Mint","English","","","2025-10-10 19:09:14.117000","204","False","False",""
"2","2","Primal Rage","sth","Near Mint","English","","","2025-10-10 19:09:46.297000","112","False","False",""
"2","2","Primal Vigor","sld","Near Mint","English","","","2025-10-10 19:10:15.663000","1749","False","False",""
"4","4","Primal Visitation","gtc","Near Mint","English","","","2025-10-16 23:49:20.453000","187","False","False",""
"1","1","Primeval Bounty","jmp","Near Mint","English","","","2024-12-06 01:54:35.180000","421","False","False",""
"1","1","Primeval Force","8ed","Near Mint","English","","","2024-12-05 23:56:05.920000","273","False","False",""
"1","1","Primevals' Glorious Rebirth","dom","Near Mint","English","","","2024-12-04 02:59:49.730000","201","False","False",""
"1","1","Primoc Escapee","lgn","Near Mint","English","","","2024-12-05 03:57:27.743000","49","False","False",""
"1","1","Primordial Ooze","5ed","Near Mint","English","","","2024-12-06 15:18:44.260000","261","False","False",""
"1","1","Primordial Sage","jmp","Near Mint","English","","","2024-12-05 23:56:18.917000","422","False","False",""
"2","2","Primordial Wurm","dom","Near Mint","English","","","2025-10-10 19:11:51.080000","177","False","False",""
"1","1","Prince Imrahil the Fair","ltr","Near Mint","English","foil","","2025-10-16 22:09:38.913000","219","False","False",""
"1","1","Prince Imrahil the Fair","ltr","Near Mint","English","","","2024-12-17 07:12:43.447000","431","False","False",""
"2","2","Prince Imrahil the Fair","ltr","Near Mint","English","","","2025-10-16 22:09:29.830000","219","False","False",""
"2","2","Prishe's Wanderings","fin","Near Mint","English","","","2025-10-10 19:12:26.873000","193","False","False",""
"2","2","Prismatic Circle","mir","Near Mint","English","","","2025-10-15 03:15:21.477000","34","False","False",""
"1","1","Prismatic Ending","mb2","Near Mint","English","","","2025-10-15 03:16:14.873000","16","False","False",""
"1","1","Prismatic Ending","sld","Near Mint","Japanese","","","2025-10-15 03:15:54.297000","1868","False","False",""
"1","1","Prismatic Ending","sld","Near Mint","Japanese","foil","","2025-06-24 06:09:41.650000","1868","False","False",""
"1","1","Prismatic Strands","plst","Near Mint","English","","","2025-08-18 23:37:38.453000","JUD-18","False","False",""
"1","1","Prismatic Ward","5ed","Near Mint","English","","","2025-10-15 03:17:13.760000","53","False","False",""
"3","3","Prismatic Ward","ice","Near Mint","English","","","2025-10-15 03:17:19.753000","47","False","False",""
"1","1","Prismatic Wardrobe","ugl","Near Mint","English","","","2025-10-17 21:35:49.203000","12","False","False",""
"1","1","Prismwake Merrow","shm","Near Mint","English","","","2024-12-05 03:57:38.933000","46","False","False",""
"1","1","Prison Break","spm","Near Mint","English","foil","","2025-10-12 00:33:48.757000","61","False","False",""
"1","1","Pristine Talisman","brr","Near Mint","English","","","2024-12-04 01:13:17.187000","43","False","False",""
"1","1","Private Eye","mkm","Near Mint","English","","","2025-10-16 22:10:06.630000","223","False","False",""
"2","2","Prized Griffin","eld","Near Mint","English","","","2025-10-15 03:17:35.220000","24","False","False",""
"4","4","Prizefight","snc","Near Mint","English","","","2025-10-10 19:13:03.173000","154","False","False",""
"3","3","Prizefighter Construct","aer","Near Mint","English","","","2025-10-05 03:01:54.987000","172","False","False",""
"1","1","Processing Plant","mb2","Near Mint","English","","","2025-10-17 04:58:27.453000","617","False","False",""
"3","3","Prodigal Sorcerer","5ed","Near Mint","English","","","2025-10-09 03:06:30.057000","112","False","False",""
"2","2","Prodigal Sorcerer","4ed","Near Mint","English","","","2025-10-09 03:06:24.570000","94","False","False",""
"1","1","Prodigy's Prototype","neo","Near Mint","English","","","2024-12-04 06:12:46.067000","231","False","False",""
"1","1","Profaner of the Dead","dtk","Near Mint","English","","","2024-12-05 03:58:25.620000","70","False","False",""
"1","1","Professional Face-Breaker","snc","Near Mint","English","","","2025-01-29 06:07:42.900000","116","False","False",""
"1","1","Professional Face-Breaker","j22","Near Mint","English","","","2025-10-11 19:38:54.353000","581","False","False",""
"1","1","Professional Face-Breaker","fic","Near Mint","English","","","2025-10-11 19:38:18.273000","296","False","False",""
"1","1","Professional Wrestler","spm","Near Mint","English","foil","","2025-10-12 00:58:29.397000","110","False","False",""
"1","1","Professor Hojo","fic","Near Mint","English","","","2025-10-10 19:13:23.777000","69","False","False",""
"1","1","Professor Onyx","dsc","Near Mint","English","","","2024-11-29 23:38:17.243000","153","False","False",""
"2","2","Profit // Loss","dgm","Near Mint","English","","","2025-10-16 00:26:26.383000","130","False","False",""
"1","1","Proft's Eidetic Memory","mkm","Near Mint","English","","","2025-10-09 03:06:52.243000","67","False","False",""
"1","1","Progenitor Mimic","dgm","Near Mint","English","","","2024-12-04 06:39:29.173000","92","False","False",""
"1","1","Prognostic Sphinx","ths","Near Mint","English","","","2024-12-05 03:58:38.743000","60","False","False",""
"2","2","Projektor Inspector","mkm","Near Mint","English","","","2025-10-09 03:07:12.570000","68","False","False",""
"1","1","Prologue to Phyresis","one","Near Mint","English","","","2024-12-05 18:05:01.440000","65","False","False",""
"1","1","Promise of Loyalty","fic","Near Mint","English","","","2025-10-15 03:18:23.053000","249","False","False",""
"2","2","Promising Vein","lci","Near Mint","English","","","2025-10-05 03:02:34.660000","279","False","False",""
"1","1","Prompto Argentum","fin","Near Mint","English","","","2025-10-11 19:39:27.230000","387","False","False",""
"4","4","Propaganda","tmp","Near Mint","English","","","2025-01-29 02:24:32.160000","80","False","False",""
"1","1","Propaganda","fic","Near Mint","English","","","2025-10-09 03:09:08.480000","268","False","False",""
"1","1","Propeller Pioneer","kld","Near Mint","English","","","2024-12-07 00:19:33.807000","24","False","False",""
"3","3","Prophet of Distortion","ogw","Near Mint","English","","","2025-10-09 03:09:21.650000","46","False","False",""
"1","1","Prophet of Kruphix","ths","Near Mint","English","","","2024-12-04 06:39:48.513000","199","False","False",""
"1","1","Prophet of the Scarab","drc","Near Mint","English","","","2025-10-09 03:09:38.330000","25","False","False",""
"5","5","Prophetic Prism","gtc","Near Mint","English","","","2025-10-05 03:03:20.823000","234","False","False",""
"3","3","Prophetic Prism","kld","Near Mint","English","","","2025-10-05 03:03:35.397000","229","False","False",""
"2","2","Prophetic Prism","one","Near Mint","English","","","2025-10-05 03:03:56.640000","238","False","False",""
"2","2","Prophetic Prism","j25","Near Mint","English","","","2025-10-05 03:04:02.270000","758","False","False",""
"1","1","Prosper, Tome-Bound","afc","Near Mint","English","","","2024-12-03 00:16:26.610000","324","False","False",""
"1","1","Prosperous Bandit","blc","Near Mint","English","","","2024-12-03 00:15:47.440000","59","False","False",""
"3","3","Prosperous Pirates","xln","Near Mint","English","","","2025-10-09 03:10:06.870000","69","False","False",""
"1","1","Prosperous Thief","neo","Near Mint","English","","","2024-12-05 04:04:04.797000","73","False","False",""
